age,income,rent,food,transport,entertainment,shopping,education,misc,financial_literacy_score,saving_habit_score,total_expense,savings
19,71947,7202,4818,2115,4982,2707,6803,4712,9,7,33339,43056
19,59387,4939,4925,5159,1105,5995,2542,1346,1,9,26011,34344
26,78965,17197,11464,562,2669,4715,4519,1458,7,3,42584,38261
22,31508,15722,2709,893,5919,6991,4936,3403,7,1,40573,-7897
19,60592,14998,8992,2026,1062,2593,7547,1597,2,3,38815,22024
28,16919,18472,2738,2001,6960,3016,254,3591,2,7,37032,-16652
26,57595,5301,11970,1019,6438,3169,3834,1552,8,1,33283,26182
26,24617,17640,6590,888,4500,5990,4356,3253,7,5,43217,-16253
18,48298,18805,8087,1087,519,5599,7296,2229,3,5,43622,6054
28,21929,18131,5718,3997,5137,1644,522,2491,10,3,37640,-12893
20,29456,6433,10201,3561,4460,3508,6133,4428,4,8,38724,-6163
21,52924,2265,7081,5231,1823,1812,6019,1797,3,1,26028,28462
24,39240,4850,11929,3071,4041,4129,6565,2272,4,9,36857,4305
27,24228,3378,4578,779,3657,8005,5648,2244,10,7,28289,706
21,36686,8503,3558,3616,6361,7024,2627,4881,5,1,36570,1205
19,26920,9157,6000,3972,4240,8055,415,1787,10,2,33626,-4139
24,22432,12006,6545,2484,2659,8549,3076,4240,1,2,39559,-15221
23,78575,2849,7339,2781,1814,2436,917,2374,6,1,20510,59019
20,86725,6814,11056,4781,6541,5347,205,4037,5,1,38781,49064
23,48910,12000,11992,1304,2926,2115,6612,3197,5,10,40146,12048
28,45226,17288,4716,574,4453,4796,2129,1132,9,2,35088,13110
23,88150,5274,6302,3485,1439,6605,1090,4317,3,6,28512,61527
29,74099,19100,3809,1209,737,8890,4852,4920,3,5,43517,33534
22,33013,16227,7830,4162,1143,2620,266,4618,9,5,36866,-1401
21,36446,19279,3997,5787,6973,3235,4846,722,8,2,44839,-6327
27,85375,11368,4931,5130,684,906,1766,1338,9,7,26123,62720
29,77509,13945,4130,1930,2330,1616,1763,538,10,3,26252,53738
18,15557,11968,6412,5849,2285,6283,4570,2294,10,9,39661,-19830
27,45666,11651,8513,5491,1948,1603,1509,1270,8,8,31985,17045
23,52389,15903,4796,5567,5077,6851,152,3474,7,9,41820,15245
19,62700,9771,9748,1146,1881,4687,553,3834,2,9,31620,32983
20,39578,15460,8323,2538,861,3079,4582,2932,5,10,37775,6148
25,89779,6637,8745,4633,1559,2630,7970,1204,10,6,33378,58427
27,24596,14922,7202,5851,1015,5366,7758,4250,7,5,46364,-19207
23,72500,10066,3555,4438,6365,4442,2618,4703,5,2,36187,36428
20,87534,5553,10181,2715,829,4779,2676,1710,1,7,28443,61989
24,25129,3349,6443,3856,6912,3212,6904,1263,10,5,31939,-4611
21,78394,4986,10522,602,3641,864,7215,851,6,10,28681,54246
26,81046,13522,6705,644,6138,8887,3796,775,6,8,40467,45041
22,26596,4122,6839,1254,4239,6003,3842,4055,6,5,30354,-1624
20,80355,15892,5958,4557,5550,4154,7191,782,3,1,44084,36185
19,27974,10689,6664,4961,792,5099,1398,4167,1,3,33770,-5531
28,81673,16062,11876,2330,6530,5916,1771,3334,7,10,47819,38450
19,85202,3363,11162,4209,5905,2485,6852,2218,6,1,36194,49762
20,89442,18691,2746,582,859,3067,3428,818,5,10,30191,63112
19,36818,4751,4184,1811,2109,4840,1056,1224,3,5,19975,18773
21,58246,9782,9946,3839,3071,6808,7639,2168,6,6,43253,17771
19,70598,19648,11576,4194,1860,8653,837,4970,10,7,51738,23114
27,17654,14540,7321,4431,1123,4879,6318,4487,9,5,43099,-22378
26,48758,15223,11210,3947,2065,2411,2612,4287,8,5,41755,9639
19,39204,7339,9148,4168,2420,1210,2732,3760,8,6,30777,11219
26,49928,7848,4024,2115,2011,4590,966,3761,8,9,25315,29851
23,68609,18877,8173,4746,6987,5743,1521,2024,1,2,48071,20083
18,45552,17861,11734,3303,5849,2090,2770,2226,7,6,45833,1359
21,25336,15465,4711,5325,5213,1840,7480,4745,1,10,44779,-15357
18,62037,5302,9018,2562,6419,1321,3796,3663,7,7,32081,33503
23,31206,16437,11646,4696,1074,2116,5317,739,2,4,42025,-9517
21,49831,17162,9197,1279,2501,1252,7975,1110,3,5,40476,12292
20,58563,16512,3702,1558,896,7537,1021,2339,10,7,33565,29524
20,33361,7022,7529,2898,6175,7434,7170,4831,2,8,43059,-8357
26,56335,12471,9216,3504,3208,8485,3120,728,10,3,40732,18773
23,89469,8155,9655,2830,4997,3543,3085,1255,1,3,33520,58173
26,40816,7254,7417,5232,2011,7871,7571,807,5,9,38163,5598
22,30619,6354,8324,2259,2593,8523,3789,1808,8,1,33650,-2262
19,41819,4516,5873,5120,5282,3886,3265,3789,6,10,31731,14505
25,26741,17872,10313,4760,4749,6908,2840,1852,4,8,49294,-20807
22,23798,12156,11668,927,4856,7956,7427,3750,10,5,48740,-20874
19,40143,10838,2265,5877,3192,5177,1960,3806,1,3,33115,7365
21,64695,14734,10219,5529,6930,2203,246,1421,10,7,41282,28429
26,47747,13022,7378,4376,2532,3577,3646,1235,2,4,35766,14019
21,36182,7208,4124,2990,6372,7287,431,3902,2,6,32314,5549
29,24415,18578,2431,2616,1854,2837,566,4624,3,5,33506,-7582
29,26085,15725,6974,2821,5234,2752,480,4364,2,7,38350,-11194
29,30008,11337,5777,1059,3252,6178,4353,2696,4,7,34652,-1280
21,33452,12701,9037,5444,1792,3451,534,4599,4,3,37558,-1969
19,79075,12275,3085,5941,4235,8315,6251,3863,5,5,43965,38734
29,23120,8210,8195,1885,4752,6333,4271,3230,9,2,36876,-10248
23,79385,13544,8259,3117,4239,8723,468,4304,3,2,42654,36945
28,88356,18327,4485,2454,5209,8883,3958,4678,6,5,47994,42837
19,33170,16041,10292,1089,2976,5002,2574,1677,10,5,39651,-2030
29,31259,18705,7398,998,2408,8524,4914,2327,4,9,45274,-9662
24,37099,12479,7078,3322,5577,6202,4247,1418,7,8,40323,-315
20,24649,13323,9202,2029,3399,2582,5395,3545,4,8,39475,-12111
20,74258,14937,5048,2138,1775,4469,4919,975,7,10,34261,42442
22,56037,3702,8502,1632,4862,5839,7205,4252,1,4,35994,20414
20,26805,12404,2799,4983,558,6237,2328,830,9,9,30139,1094
19,58147,2830,5822,915,4423,6619,1621,848,1,1,23078,35879
27,89280,10380,7611,5496,1116,2879,2995,967,5,6,31444,59258
26,61053,2091,8009,2091,6400,7663,1970,2251,8,5,30475,33771
19,25985,5877,11487,4907,6178,2556,430,1186,8,3,32621,-3169
28,27391,12103,7263,4383,4171,6823,4093,4764,6,1,43600,-14853
19,19861,9676,10626,2107,2718,6646,3663,2221,6,5,37657,-16779
25,78582,3580,7570,4224,6283,2327,4415,2277,2,1,30676,48908
26,66928,17787,11107,2215,2211,4762,3242,3757,4,6,45081,23105
24,49364,11600,6640,702,1842,5893,2118,1881,8,3,30676,21779
20,57923,17412,7333,4354,5252,2116,1111,753,2,3,38331,21233
26,22919,2473,10839,4459,5432,8809,4065,4756,6,3,40833,-16562
20,70896,13624,4295,609,1523,2899,4152,526,3,3,27628,44705
22,62396,18653,3431,4677,1233,7296,2214,3118,7,10,40622,24736
26,49840,19077,7172,1268,897,816,4726,2903,9,10,36859,17269
29,57255,14663,4361,638,3586,6021,796,1486,8,3,31551,28710
20,86160,19799,9541,720,1468,2219,3307,2113,8,2,39167,47614
24,23176,16517,2723,1360,961,4276,2969,4034,9,5,32840,-7376
29,48529,19619,3547,4427,637,1806,1421,1678,2,6,33135,17276
18,71406,5967,11171,2887,1261,2561,6463,3246,6,6,33556,39177
21,27941,15211,10275,3025,2697,1235,5934,1195,9,2,39572,-10082
21,16669,8634,3365,5554,1362,3976,4627,4923,2,1,32441,-15302
24,59859,2840,10741,1945,5376,3631,4102,3876,9,4,32511,30069
25,70786,3461,5853,2109,1092,1366,1745,2255,2,10,17881,56559
18,66083,17405,6682,5943,6196,3623,4074,1156,9,8,45079,24441
22,55076,17003,7960,5879,2847,7817,2505,4973,1,1,48984,5345
24,35323,5472,10343,698,1946,7299,237,1772,6,7,27767,11891
29,21021,17847,9689,3363,1942,6280,2498,2919,6,5,44538,-20908
21,54807,8575,7157,1660,3306,2865,7039,4505,2,8,35107,23306
21,65355,6843,5498,1869,3825,4232,5233,1524,7,2,29024,38101
21,59732,9739,4985,4071,4256,988,4587,3085,10,1,31711,31756
29,23711,16852,3567,2722,1836,2479,7476,2231,4,9,37163,-10959
23,78079,18324,10403,988,5897,2671,448,1127,4,4,39858,38985
24,22904,11157,8669,4040,1301,5054,3229,3044,9,4,36494,-10858
19,79033,16516,6191,3367,2857,8200,1004,768,2,2,38903,39789
22,70096,14432,11718,2927,3757,8596,5518,4554,9,2,51502,20554
21,18093,9432,9156,2377,4439,8420,638,3156,9,5,37618,-16404
20,39918,17148,10713,5037,4579,6276,2250,1932,6,2,47935,-7669
24,87743,13194,8517,1364,3795,7959,7903,554,10,6,43286,47197
28,77636,16819,7135,2680,5169,5761,2629,4395,7,7,44588,36077
29,73806,8625,11894,3528,1095,5272,7621,4132,4,2,42167,31762
23,24394,9404,8751,3598,2547,3193,2907,2957,1,8,33357,-8209
24,28280,16674,10209,3828,526,8869,4215,1892,9,9,46213,-14426
22,51303,12507,9174,4134,2928,8217,4760,2663,9,10,44383,12150
23,42453,6623,3719,1155,5939,5131,1558,2293,1,3,26418,16098
22,75695,9015,10061,1879,630,2195,7819,2841,4,4,34440,43936
24,83449,17261,6014,735,3567,3793,5039,3517,7,7,39926,47319
19,40765,9782,2878,1488,6142,2137,2671,966,3,1,26064,14173
28,17340,7214,10785,1882,3851,3405,7817,3012,5,4,37966,-17448
22,53057,8938,8272,1314,2832,5196,2960,4703,5,1,34215,20714
23,15597,4988,3609,3466,5816,3985,2227,1064,8,2,25155,-6783
23,72988,7156,11067,5890,1236,7846,4726,3999,9,9,41920,33912
22,30025,7512,8714,2189,4347,6621,4737,2930,1,2,37050,-5255
27,22145,11788,7109,4300,1798,8572,6843,3338,2,3,43748,-19376
24,70797,16185,4448,2986,1591,5418,952,4755,5,6,36335,35519
27,56723,11971,4136,2165,732,7954,1535,2937,1,1,31430,24393
25,88230,12640,8966,3135,721,7906,492,2294,6,7,36154,56046
24,19830,8487,4053,4486,952,1589,1616,3574,6,8,24757,-1536
22,38930,15688,9763,2323,6255,7359,7880,4628,3,9,53896,-13590
18,38752,14452,2083,5930,4899,4424,2990,3479,4,9,38257,2508
22,77040,17372,11631,5836,1435,6610,3398,1331,3,5,47613,32263
27,82696,13999,4668,4588,6233,2327,2444,781,5,5,35040,50120
19,79648,15434,7231,1110,1843,7519,7753,3747,9,4,44637,38433
22,70030,14416,10890,1835,2811,5536,3583,4157,10,4,43228,28681
22,71815,15945,3820,4368,864,5921,789,4127,3,10,35834,40081
19,50690,3017,6414,4825,6008,1285,5757,638,2,1,27944,24739
22,72923,6690,9249,4192,3289,7353,5787,1750,6,7,38310,36250
21,51572,10373,11290,4935,1750,4436,7350,2897,10,8,43031,13696
18,69030,16378,8572,4066,955,3558,6065,1030,1,4,40624,28783
20,82904,6700,9627,2711,2263,6165,1129,2233,9,3,30828,55952
18,44203,15901,4894,2663,4392,4162,3963,1835,10,3,37810,7868
29,20608,2660,5417,570,5924,7227,7665,4202,3,7,33665,-9550
28,60667,19699,2248,2249,4923,5350,2381,608,3,6,37458,26111
22,70547,9381,9810,5445,4232,6270,4754,1222,8,1,41114,30294
21,37485,4919,3890,5672,1318,8353,1397,998,6,1,26547,11163
24,24862,12932,9880,841,4592,8708,6144,2604,3,1,45701,-21304
22,86880,2815,4115,5530,2465,6673,3546,1618,6,5,26762,63534
27,72560,16510,8581,5183,3891,8606,2499,2015,6,1,47285,26671
21,43415,14289,5063,3326,1235,1563,4279,2692,3,7,32447,14533
19,79523,6734,7651,4331,4106,1415,3159,3330,6,9,30726,52574
21,34323,4753,3806,2879,1967,2191,6847,4017,10,3,26460,11691
29,68214,8505,9300,4369,4014,8975,7652,2925,8,4,45740,24217
19,32997,13559,10487,5698,4275,6702,7766,768,9,7,49255,-13490
25,72003,16905,4694,4702,5161,3505,4676,836,3,2,40479,31223
20,18679,6685,7493,3773,6223,5603,6483,4324,2,4,40584,-20141
26,55308,18585,10223,2939,1319,3901,5013,4010,10,7,45990,13343
21,54842,19388,6650,4825,2214,2249,4717,4324,10,9,44367,15705
23,80408,19696,10126,2567,1015,7930,6015,1691,7,8,49040,34867
27,84532,13765,2792,5942,5720,1877,5991,4826,8,4,40913,45975
22,68938,6221,6191,4039,1928,8351,4267,852,9,2,31849,40526
27,20695,17327,3089,5247,5749,2866,2425,3061,1,9,39764,-16985
18,73499,5671,10421,5929,4090,5316,2224,704,1,4,34355,41619
26,38382,6941,4780,971,1343,1568,4706,3829,1,9,24138,15686
18,29235,14466,6497,4265,4630,8507,2083,2286,4,9,42734,-9589
25,77223,19988,2789,4669,6642,2909,1476,2931,3,5,41404,38531
26,17366,14191,6194,1153,6363,7405,224,3928,7,6,39458,-17746
26,42467,6588,11990,961,6797,6080,2040,2872,6,6,37328,8587
18,74316,12811,6457,1673,3973,4602,6999,2617,3,5,39132,37120
19,21764,9928,8671,2167,3635,5878,2977,1061,3,10,34317,-8466
29,76836,17325,6635,4245,6378,6731,1316,2387,5,7,45017,33246
18,46923,9120,7961,3821,3115,5137,3544,4771,4,7,37469,10817
27,31292,16274,8738,1139,4824,5979,7420,1220,9,7,45594,-11204
19,16614,6719,7155,4869,5571,5576,5170,892,1,6,35952,-17521
27,35939,10081,2313,981,6442,868,3364,744,1,2,24793,10631
29,33800,16550,8633,581,4479,5626,6296,3693,5,8,45858,-9582
25,71440,18354,2232,3803,1776,5274,5973,3739,8,10,41151,33729
22,38246,12864,7735,4626,2011,2933,2796,629,4,4,33594,6619
29,67805,18931,11221,3293,5400,5278,7428,4473,9,6,56024,13719
28,64648,14624,9849,1607,5159,895,1671,2182,7,7,35987,30787
24,71851,5361,4711,5591,3462,1039,2813,3590,3,1,26567,46136
19,46688,15707,9940,4285,6658,3167,6964,2352,6,6,49073,-807
25,44764,3924,5344,750,1394,1670,6248,3089,6,8,22419,24833
28,47470,14647,4122,2934,1353,1807,4462,2437,5,5,31762,18552
23,53501,8681,5779,2120,4935,7231,5402,1401,8,8,35549,21463
25,72207,4701,7654,5591,2910,4175,7484,1856,1,6,34371,40198
18,77157,16175,11072,2218,679,2030,1506,1863,10,7,35543,46139
18,18216,12122,3172,765,1088,1997,832,1394,4,9,21370,-1038
29,37072,18805,9317,521,6858,4313,5203,3986,7,7,49003,-7761
24,52132,18719,9744,2623,2545,3257,5830,4144,6,2,46862,7052
25,32861,11718,2159,2010,6354,5171,1023,2473,7,8,30908,5224
20,79186,2056,9963,4352,3725,5500,5164,1618,3,1,32378,48711
22,19960,15973,4129,5275,2899,2493,1410,2242,3,1,34421,-13337
29,33781,17352,5078,3438,6664,8916,1212,4836,1,10,47496,-10550
18,46126,17052,4229,3922,6212,1021,6633,3588,7,6,42657,6937
24,37578,5147,4917,739,3536,3475,4087,3296,4,8,25197,14213
22,32883,5537,5013,550,1064,7993,6193,2962,9,10,29312,6894
25,44782,2721,11741,3507,5264,8114,4911,2768,5,1,39026,6711
25,71387,14269,8326,975,4553,6364,2248,2043,5,1,38778,35103
26,31979,18769,3579,2504,4964,5342,174,2739,9,5,38071,-1969
24,48746,9426,3960,5489,3206,1656,2189,924,1,3,26850,23012
28,81266,15788,9902,656,5289,8292,3346,3003,6,10,46276,39356
18,15056,16007,8657,5619,5697,1153,2237,3358,8,10,42728,-23155
20,46457,13079,5844,5261,4466,3108,7301,3796,1,1,42855,5210
25,17243,16346,6697,3283,5738,5374,1636,4301,10,2,43375,-24213
20,70031,9115,4390,2519,4954,8850,857,2037,9,4,32722,41193
25,16701,12911,3419,5737,4426,7605,2828,3887,8,8,40813,-19771
18,71381,2259,5917,2186,2140,637,7012,1700,6,6,21851,51636
22,65438,10791,6942,4670,6133,1032,7981,1794,9,4,39343,27513
21,88839,9536,10354,5547,2150,3873,1568,933,3,7,33961,57990
22,81483,10947,10307,4358,1002,7378,1651,3295,4,9,38938,45947
25,35505,13769,9570,2914,6675,3645,3168,2465,3,6,42206,-5539
27,21553,12950,7198,3303,2905,7175,5160,1168,5,1,39859,-16923
21,48525,18860,11662,3749,561,2824,2376,2413,1,8,42445,7769
28,59348,7283,8002,2655,5716,6529,3790,4966,1,3,38941,22361
21,86187,11791,7142,2326,3949,4664,3012,1618,2,5,34502,54033
20,22273,4359,5852,4257,6266,1675,7668,4717,1,2,34794,-12806
24,79236,9405,2542,592,6115,1219,7708,3615,3,1,31196,48968
20,18535,19645,10605,4776,6229,4071,1396,2807,2,7,49529,-28909
29,33677,16357,10873,1170,5047,6339,3582,3354,10,3,46722,-9386
20,15908,8323,10833,2643,3786,679,2822,4533,7,4,33619,-16375
28,85153,7937,5978,731,2192,8166,2142,1787,8,2,28933,59724
27,50079,19966,3432,4489,856,2272,6837,2341,2,4,40193,12190
22,64323,13030,10860,2102,6774,507,2529,2361,4,9,38163,28924
22,60320,19882,9805,3451,5641,6745,2058,3484,8,9,51066,12867
23,61105,15003,2968,2272,1095,6276,1577,1303,10,1,30494,31687
25,45164,12578,7800,2566,2124,4600,5586,2359,1,7,37613,9585
27,16885,14979,9845,1810,6869,3387,6916,4698,8,3,48504,-29127
23,72819,4209,11372,658,1629,8046,6614,3457,8,5,35985,39119
29,16049,14060,7591,4278,6568,7249,430,1000,2,5,41176,-23088
18,68281,9228,7383,2086,2941,8396,3585,1728,3,4,35347,35697
25,58271,11300,9470,877,5466,4255,5162,596,9,1,37126,22179
25,81697,10681,6819,3795,2530,1472,6147,4384,10,9,35828,48882
26,81351,10196,9632,1213,3672,6455,4432,4138,5,5,39738,44540
26,51534,10267,5235,4687,2331,7293,4470,3043,7,2,37326,17607
19,73097,7372,7255,2723,4453,5775,1118,1887,5,2,30583,45150
19,68813,8150,2251,5729,3801,7967,7614,4507,10,4,40019,30680
20,40037,12920,6300,4571,6730,5106,7738,2804,2,2,46169,-3733
18,51007,18001,9409,3282,3070,2826,4125,4800,2,5,45513,7494
21,42278,18856,5998,1237,592,7504,897,1865,1,2,36949,5618
21,23272,17147,10982,3000,5399,3938,7255,3046,6,4,50767,-24638
26,72183,19221,7180,3646,2700,6152,841,691,7,4,40431,33614
26,53294,3186,7421,2363,4949,7541,2267,2326,5,3,30053,24703
26,88277,8461,3495,991,1378,5502,6271,724,3,10,26822,65514
27,77509,19865,9978,3504,5203,6249,3242,1272,10,7,49313,32821
24,19694,13464,10141,4113,2396,2373,1887,1745,10,2,36119,-14884
19,73150,16052,7378,2029,1482,896,224,3512,9,5,31573,44801
27,82470,9332,4577,1445,3464,2848,3345,3166,8,2,28177,57531
22,36556,18615,7306,4140,3462,6459,407,2124,2,9,42513,-2359
21,79471,2327,10133,1201,1610,3965,6820,3974,3,6,30030,50288
29,64855,7239,3235,5698,6854,5198,2205,2495,7,8,32924,36757
28,64086,19333,3058,4456,882,7236,4804,4652,9,6,44421,22434
25,33907,12078,11362,2984,6214,4811,7994,1019,2,3,46462,-10947
19,86695,9038,5659,3255,4310,8456,6550,4029,10,7,41297,49981
23,63487,10048,7368,3768,2047,500,4125,1925,7,2,29781,36009
22,44158,16954,2056,3602,3418,7811,6339,1372,8,4,41552,4745
29,35293,4297,9472,2367,5624,5869,1192,1457,6,10,30278,9280
19,60761,19691,4569,4625,5695,1694,2866,4753,6,5,43893,19008
28,48387,14703,6080,4305,2958,1599,2391,4088,8,4,36124,15455
27,55750,4779,8377,3533,6647,4051,6722,3531,3,2,37640,20526
18,83602,15706,3948,5279,3943,1261,1422,736,8,2,32295,53861
25,36256,15225,2222,889,1606,8117,4279,4928,10,6,37266,3538
19,20594,9318,11831,1743,5536,8787,7917,3726,1,9,48858,-24820
24,17460,15531,7217,3847,930,5966,6655,2067,2,7,42213,-21839
26,87356,7335,11949,511,4043,6626,7104,1409,6,8,38977,50954
26,69698,11530,11027,2016,3933,8958,3273,2460,2,6,43197,28613
25,31191,9502,4536,2120,2959,1621,4716,4087,10,8,29541,4296
28,25529,3649,4525,2257,6612,3104,6361,3838,2,10,30346,-2408
29,47175,15472,11176,548,2582,7309,6070,1885,3,4,45042,2457
27,32675,4862,3357,2215,5861,3705,7243,1315,3,10,28558,5776
26,58158,2917,6887,760,4227,5150,4416,2968,4,7,27325,33936
19,61798,14444,9722,819,5503,8403,2049,4284,9,3,45224,20349
23,85910,10353,7982,4781,6723,5636,2042,1309,9,3,38826,49950
21,40976,7449,6477,2776,2622,5760,7690,821,2,3,33595,7956
21,78116,4811,11638,2427,3358,2595,3659,4898,2,10,33386,47341
22,77821,5421,3371,3332,783,3342,3163,1343,6,5,20755,59790
29,27204,11290,5224,4616,1226,7213,5728,3071,5,6,38368,-7779
20,70665,4721,3874,515,2281,2800,1193,910,5,4,16294,56161
18,22394,12892,5361,3027,836,2226,2818,4070,7,5,31230,-7662
25,79814,17256,8104,4366,4102,1012,5928,1323,9,3,42091,39562
22,48593,2788,3142,4601,6590,7390,1328,3000,1,8,28839,22590
20,56964,18640,6309,2845,6583,1295,2642,3309,5,10,41623,18963
27,68365,6025,10756,1440,1085,5459,4177,2886,5,6,31828,40280
24,15443,8741,8898,758,2414,3781,1316,2375,5,4,28283,-9835
24,43180,5654,3588,1563,1066,8409,7515,4654,9,1,32449,12279
18,63791,15580,6998,775,6726,6384,4318,3839,6,10,44620,23848
29,58665,9660,11662,3291,6295,3498,6918,3027,8,3,44351,16915
26,18465,5251,6342,3066,2865,1251,878,1168,8,8,20821,2072
19,83247,7268,5362,5422,5470,1836,1061,4088,6,2,30507,54459
22,66559,13781,3636,2430,2151,4917,6585,3571,6,4,37071,31729
22,40198,15489,11664,4082,1820,2460,3204,3430,10,10,42149,3698
25,69740,17131,8227,1831,2290,5150,6716,2101,8,5,43446,29970
25,37488,9562,3244,2056,5961,3605,594,712,1,6,25734,12291
24,53515,17987,8914,5544,3381,501,7372,2646,9,2,46345,10562
24,42898,16391,7306,979,1454,1249,5030,3842,9,7,36251,9906
29,16919,4152,6514,5009,6484,8238,2075,1572,8,9,34044,-12980
28,65070,10738,10450,3546,6043,3348,4280,2722,4,9,41127,25598
23,77613,9888,4358,4094,2566,8119,5249,1529,1,4,35803,43331
23,62003,12096,7615,1988,6442,4101,6213,3101,2,10,41556,23410
28,63478,7474,3268,3324,4451,1117,6862,4590,1,4,31086,33624
26,29434,2488,11131,2592,3361,5841,667,3878,3,2,29958,1121
23,61246,7622,4376,1329,6647,4122,4644,4038,9,9,32778,32317
29,51649,5774,10387,5890,2737,4916,216,1027,6,5,30947,22767
19,74030,8446,5096,4870,5900,3426,6007,1227,5,7,34972,41763
19,68061,10572,5635,2434,562,5739,4703,2620,8,3,32265,37231
22,16999,9833,2561,3200,1513,6162,1272,2614,10,8,27155,-6777
21,29849,12258,10231,643,6633,6362,4790,1092,3,7,42009,-10624
28,67800,14416,11959,5430,2489,1151,6756,3997,10,8,46198,26425
19,20445,6887,9739,3304,2402,971,2787,766,3,2,26856,-3812
20,33040,18605,8871,2386,2304,8527,6124,3964,5,8,50781,-15461
24,79315,17684,4504,3094,3825,5351,4567,4383,1,1,43408,35353
25,15246,2617,9021,1283,4198,1818,1361,4167,7,10,24465,-5452
29,46153,15636,7971,4773,6473,5474,4480,1702,3,6,46509,2577
23,20212,4570,9876,3329,6391,5243,4098,4347,2,6,37854,-15563
28,18339,8309,10979,2698,1525,3150,6726,2106,7,10,35493,-11800
22,71238,4790,6097,1110,6710,4109,4192,4039,1,10,31047,44331
18,34394,9826,11684,4018,1377,8492,596,967,1,7,36960,34
25,68871,14134,11321,1040,3857,706,3981,2570,9,4,37609,35108
20,49607,6054,8822,2697,631,5384,2798,4922,7,8,31308,22581
23,67055,18090,7878,5968,5667,3736,4783,1158,3,2,47280,21711
20,19395,9681,6509,2809,3152,623,7972,4479,5,8,35225,-13413
24,30290,17569,8186,912,1492,6520,4738,1036,2,7,40453,-8460
24,80078,8508,11836,2283,6272,4868,3578,2927,5,10,40272,41889
29,18691,18608,5560,5877,1570,853,4784,1349,9,6,38601,-17255
26,22470,12433,7679,5087,2259,2644,4708,2673,10,8,37483,-10097
22,18841,14344,4685,2227,6927,1584,5559,2591,5,2,37917,-18827
25,78197,13888,8612,5715,3096,1617,1752,3208,1,8,37888,41558
27,70773,5827,6821,5596,3599,1461,699,1882,8,10,25885,48102
27,32776,19787,9807,1927,6030,1257,3317,4794,6,4,46919,-12502
25,86596,18257,3412,4010,3449,8320,352,2176,2,7,39976,48637
18,42584,18793,3221,2137,5841,2288,7165,1152,6,10,40597,5018
29,19300,3916,4249,5076,5995,1819,7436,4903,9,8,33394,-9682
22,18338,4859,4239,679,5628,1181,6324,3660,3,3,26570,-6896
20,77601,9072,6202,3896,1401,6590,1841,4259,5,8,33261,47263
18,20487,17523,9873,5177,3984,1249,6112,2772,7,1,46690,-23233
21,51282,4051,8893,2142,6090,8588,476,4955,10,9,35195,21273
25,43804,10214,10835,1794,4937,2846,1426,2971,2,2,35023,10687
20,24915,4968,7403,2082,565,1207,4090,3625,1,2,23940,3151
27,26158,10936,7185,4036,5202,4467,6809,2882,5,5,41517,-13763
19,89157,2601,6290,863,4264,3215,7348,814,4,8,25395,67256
28,25547,17451,6142,2616,3641,7535,3128,987,9,1,41500,-14829
